intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls_20fdr	power_at_effect_size_2_wo_pos_controls_20fdr	power_at_effect_size_3_wo_pos_controls_20fdr	power_at_effect_size_5_wo_pos_controls_20fdr	power_at_effect_size_10_wo_pos_controls_20fdr	power_at_effect_size_15_wo_pos_controls_20fdr	power_at_effect_size_20_wo_pos_controls_20fdr	power_at_effect_size_25_wo_pos_controls_20fdr	power_at_effect_size_50_wo_pos_controls_20fdr	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38	ubiq_category	direct_rate_negative	indirect_rate_negative	direct_vs_indirect_negative	direct_rate_positive	indirect_rate_positive	direct_vs_indirect_positive	element_category
chr20:20393152-20393453	chr20	20393152	20393453	chr20:20373796-20374097	chr20	20373796	20374097	SMIM26|chr20:20393152-20393453	SMIM26|chr20:20373796-20374097	SMIM26	ENSG00000232388	K562	1.019743048	0.028205672	1.974304798	0.017176311	0.024300414	1.717631103	0.986077478	1.053408618	-0.019423141	0.075834484	-1.392252163	5.340861759	0.332	0.798355584	FALSE	1825955	1825883.5	chr20	NA	NA	distal	NA	NA	RALGAPA2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.14	0.26	0.64	0.96	1	1	1	NA	NA	chr20:20373796-20374097	enh	"K562_Random_Screen_Crop_13345,K562_Random_Screen_Crop_13346,K562_Random_Screen_Crop_13347,K562_Random_Screen_Crop_13348,K562_Random_Screen_Crop_13349,K562_Random_Screen_Crop_13350,K562_Random_Screen_Crop_13351,K562_Random_Screen_Crop_13352,K562_Random_Screen_Crop_13353,K562_Random_Screen_Crop_13354,K562_Random_Screen_Crop_13355,K562_Random_Screen_Crop_13356,K562_Random_Screen_Crop_13357,K562_Random_Screen_Crop_13358,K562_Random_Screen_Crop_13359"	TRUE	0.824170474	FALSE	0.08	0.14	0.25	0.64	0.96	1	1	1	690	chr20	20393053	20393552	SMIM26|chr20:20393053-20393552	Other gene	2.51E-04	0.002987066	0.077632112	4.07E-04	0.006201574	0.061529419	No H3K27ac
chr21:44836579-44836880	chr21	44836579	44836880	chr21:46256494-46256795	chr21	46256494	46256795	UBE2G2|chr21:44836579-44836880	UBE2G2|chr21:46256494-46256795	UBE2G2	ENSG00000184787	K562	0.979972326	-0.029187086	-2.002767374	0.021827503	0.032133999	2.182750272	0.937190421	1.022754232	-0.092169724	0.033795553	-6.280957908	2.275423159	0.332	0.798355584	FALSE	34903	34893.5	chr21	44802018	44802019	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.08	0.17	0.58	0.92	0.98	1	1	NA	NA	chr21:46256494-46256795	enh	"K562_Random_Screen_Crop_13559,K562_Random_Screen_Crop_13560,K562_Random_Screen_Crop_13561,K562_Random_Screen_Crop_13562,K562_Random_Screen_Crop_13563,K562_Random_Screen_Crop_13564,K562_Random_Screen_Crop_13565,K562_Random_Screen_Crop_13566,K562_Random_Screen_Crop_13567,K562_Random_Screen_Crop_13568,K562_Random_Screen_Crop_13569,K562_Random_Screen_Crop_13570,K562_Random_Screen_Crop_13571,K562_Random_Screen_Crop_13572,K562_Random_Screen_Crop_13573"	TRUE	0.824170474	FALSE	0.05	0.06	0.16	0.57	0.91	0.98	1	1	740	chr21	44836480	44836979	UBE2G2|chr21:44836480-44836979	Ubiq. expr. gene	0.048269765	0.002987066	0.94172355	0.002671657	0.006201574	0.301091804	H3K27ac
chr3:48783313-48783614	chr3	48783313	48783614	chr3:48820746-48821047	chr3	48820746	48821047	QARS|chr3:48783313-48783614	QARS|chr3:48820746-48821047	QARS	ENSG00000172053	K562	1.026559602	0.037817392	2.655960186	0.022709876	0.031915756	2.270987617	0.982048245	1.071070959	-0.024737489	0.100372274	-1.795175544	7.107095916	0.332	0.798355584	FALSE	321667	321665.5	chr3	49105134	49105135	distal	NA	NA	PRKAR2A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.08	0.05	0.11	0.5	0.9	0.96	1	1	NA	NA	chr3:48820746-48821047	enh	"K562_Random_Screen_Crop_2333,K562_Random_Screen_Crop_2334,K562_Random_Screen_Crop_2335,K562_Random_Screen_Crop_2336,K562_Random_Screen_Crop_2337,K562_Random_Screen_Crop_2338,K562_Random_Screen_Crop_2339,K562_Random_Screen_Crop_2340,K562_Random_Screen_Crop_2341,K562_Random_Screen_Crop_2342,K562_Random_Screen_Crop_2343,K562_Random_Screen_Crop_2344,K562_Random_Screen_Crop_2345,K562_Random_Screen_Crop_2346,K562_Random_Screen_Crop_2347"	TRUE	0.824170474	FALSE	0.06	0.04	0.11	0.5	0.89	0.96	1	1	606	chr3	48783214	48783713	QARS|chr3:48783214-48783713	Ubiq. expr. gene	0.002524786	0.002987066	0.458064869	9.29E-04	0.006201574	0.130256575	H3K27ac
chr3:49869236-49869537	chr3	49869236	49869537	chr3:49906669-49906970	chr3	49906669	49906970	KLHDC8B|chr3:49869236-49869537	KLHDC8B|chr3:49906669-49906970	KLHDC8B	ENSG00000185909	K562	1.04067361	0.057517662	4.067360969	0.03354871	0.046508873	3.354870979	0.974918139	1.106429081	-0.03363973	0.148675054	-2.508186149	10.64290809	0.332	0.798355584	FALSE	697788	697802.5	chr3	49171611	49171612	distal	NA	NA	CAMKV	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.05	0.15	0.34	0.73	0.98	0.98	1	NA	NA	chr3:49906669-49906970	enh	"K562_Random_Screen_Crop_2576,K562_Random_Screen_Crop_2577,K562_Random_Screen_Crop_2578,K562_Random_Screen_Crop_2579,K562_Random_Screen_Crop_2580,K562_Random_Screen_Crop_2581,K562_Random_Screen_Crop_2582,K562_Random_Screen_Crop_2583,K562_Random_Screen_Crop_2584,K562_Random_Screen_Crop_2585,K562_Random_Screen_Crop_2586,K562_Random_Screen_Crop_2587,K562_Random_Screen_Crop_2588,K562_Random_Screen_Crop_2589,K562_Random_Screen_Crop_2590"	TRUE	0.824170474	FALSE	0.03	0.05	0.15	0.33	0.72	0.97	0.98	1	667	chr3	49869137	49869636	KLHDC8B|chr3:49869137-49869636	Other gene	9.02E-04	0.002987066	0.232015126	6.43E-04	0.006201574	0.093884368	No H3K27ac
chr6:119116935-119117236	chr6	119116935	119117236	chr6:119438100-119438401	chr6	119438100	119438401	GOPC|chr6:119116935-119117236	GOPC|chr6:119438100-119438401	GOPC	ENSG00000047932	K562	1.07605633	0.105753603	7.605633036	0.076367896	0.102388306	7.636789602	0.926375254	1.225737407	-0.094927476	0.306434683	-7.362474584	22.57374066	0.332	0.798355584	FALSE	1514545	1514543.5	chr6	117602541	117602542	distal	NA	NA	FAM184A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0	0.02	0.03	0.13	0.32	0.61	1	NA	NA	chr6:119438100-119438401	enh	"K562_Random_Screen_Crop_3594,K562_Random_Screen_Crop_3595,K562_Random_Screen_Crop_3596,K562_Random_Screen_Crop_3597,K562_Random_Screen_Crop_3598,K562_Random_Screen_Crop_3599,K562_Random_Screen_Crop_3600,K562_Random_Screen_Crop_3601,K562_Random_Screen_Crop_3602,K562_Random_Screen_Crop_3603,K562_Random_Screen_Crop_3604,K562_Random_Screen_Crop_3605,K562_Random_Screen_Crop_3606,K562_Random_Screen_Crop_3607,K562_Random_Screen_Crop_3608"	TRUE	0.824170474	FALSE	0.01	0	0.01	0.03	0.12	0.31	0.6	1	628	chr6	119116836	119117335	GOPC|chr6:119116836-119117335	Ubiq. expr. gene	3.22E-04	0.002987066	0.09739248	4.44E-04	0.006201574	0.066870959	H3K27ac
chr6:135149442-135149743	chr6	135149442	135149743	chr6:135470580-135470881	chr6	135470580	135470881	HBS1L|chr6:135149442-135149743	HBS1L|chr6:135470580-135470881	HBS1L	ENSG00000112339	K562	0.845887254	-0.241462711	-15.41127457	0.146751801	0.250291152	14.67518012	0.558253724	1.133520785	-0.73203337	0.249107948	-44.17462759	13.35207846	0.332	0.798355584	FALSE	46536	94694.5	chr6	135103055	135103056	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0	0	0.02	0.02	0.05	0.1	0.63	NA	NA	chr6:135470580-135470881	enh	"K562_Random_Screen_Crop_3878,K562_Random_Screen_Crop_3879,K562_Random_Screen_Crop_3880,K562_Random_Screen_Crop_3881,K562_Random_Screen_Crop_3882,K562_Random_Screen_Crop_3883,K562_Random_Screen_Crop_3884,K562_Random_Screen_Crop_3885,K562_Random_Screen_Crop_3886,K562_Random_Screen_Crop_3887"	TRUE	0.824170474	FALSE	0.01	0	0	0.02	0.02	0.04	0.09	0.6	370	chr6	135148888	135149842	HBS1L|chr6:135148888-135149842	Other gene	0.032938481	0.002987066	0.916853983	0.00232996	0.006201574	0.273099799	High H3K27ac
chr6:136289601-136290101	chr6	136289601	136290101	chr6:136610739-136611239	chr6	136610739	136611239	AHI1|chr6:136289601-136290101	AHI1|chr6:136610739-136611239	AHI1	ENSG00000135541	K562	1.094629623	0.130442804	9.462962288	0.114488857	0.150893511	11.44888575	0.870231462	1.319027784	-0.165308477	0.426194086	-12.97685378	31.90277835	0.332	0.798355584	FALSE	792086	792086	chr6	135497775	135497776	promoter	BCLAF1	BCLAF1	BCLAF1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0	0	0.01	0.08	0.12	0.28	0.97	NA	BCLAF1	BCLAF1_TSS	tss_random	"K562_Random_Screen_Crop_4117,K562_Random_Screen_Crop_4118,K562_Random_Screen_Crop_4119,K562_Random_Screen_Crop_4120,K562_Random_Screen_Crop_4121,K562_Random_Screen_Crop_4122,K562_Random_Screen_Crop_4123,K562_Random_Screen_Crop_4124,K562_Random_Screen_Crop_4125,K562_Random_Screen_Crop_4126,K562_Random_Screen_Crop_4127,K562_Random_Screen_Crop_4128,K562_Random_Screen_Crop_4129,K562_Random_Screen_Crop_4130,K562_Random_Screen_Crop_4131"	TRUE	0.824170474	FALSE	0.01	0	0	0.01	0.08	0.12	0.28	0.97	624	chr6	136289602	136290101	AHI1|chr6:136289602-136290101	Other gene	7.63E-04	0.002987066	0.203369224	6.05E-04	0.006201574	0.088878576	NA
chr1:153728793-153729094	chr1	153728793	153729094	chr1:153701269-153701570	chr1	153701269	153701570	ILF2|chr1:153728793-153729094	ILF2|chr1:153701269-153701570	ILF2	ENSG00000143621	K562	1.027838491	0.039613585	2.783849078	0.026436391	0.037106657	2.643639136	0.976023164	1.079653818	-0.033115464	0.112342633	-2.397683627	7.965381784	0.336	0.800269549	FALSE	57915	57915.5	chr1	153671047	153671048	distal	NA	NA	INTS3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.04	0.07	0.27	0.74	0.96	0.99	1	NA	NA	chr1:153701269-153701570	enh	"K562_Random_Screen_Crop_440,K562_Random_Screen_Crop_441,K562_Random_Screen_Crop_442,K562_Random_Screen_Crop_443,K562_Random_Screen_Crop_444,K562_Random_Screen_Crop_445,K562_Random_Screen_Crop_446,K562_Random_Screen_Crop_447,K562_Random_Screen_Crop_448,K562_Random_Screen_Crop_449,K562_Random_Screen_Crop_450,K562_Random_Screen_Crop_451,K562_Random_Screen_Crop_452,K562_Random_Screen_Crop_453,K562_Random_Screen_Crop_454"	TRUE	0.825655079	FALSE	0.01	0.03	0.07	0.26	0.72	0.96	0.98	1	511	chr1	153728694	153729193	ILF2|chr1:153728694-153729193	Ubiq. expr. gene	0.024631341	0.002987066	0.891845096	0.002099677	0.006201574	0.252934986	H3K27ac
chr1:234583759-234584060	chr1	234583759	234584060	chr1:234719505-234719806	chr1	234719505	234719806	KCNK1|chr1:234583759-234584060	KCNK1|chr1:234719505-234719806	KCNK1	ENSG00000135750	K562	0.953307781	-0.068986022	-4.669221851	0.052145848	0.078915285	5.214584754	0.85110192	1.055513643	-0.223659982	0.085687937	-14.88980797	5.551364266	0.336	0.800269549	FALSE	969803	969906.5	chr1	233614004	233614005	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0.01	0.02	0.18	0.38	0.65	0.94	1	NA	NA	chr1:234719505-234719806	enh	"K562_Random_Screen_Crop_932,K562_Random_Screen_Crop_933,K562_Random_Screen_Crop_934,K562_Random_Screen_Crop_935,K562_Random_Screen_Crop_936,K562_Random_Screen_Crop_937,K562_Random_Screen_Crop_938,K562_Random_Screen_Crop_939,K562_Random_Screen_Crop_940,K562_Random_Screen_Crop_941,K562_Random_Screen_Crop_942,K562_Random_Screen_Crop_943,K562_Random_Screen_Crop_944,K562_Random_Screen_Crop_945,K562_Random_Screen_Crop_946"	TRUE	0.825655079	FALSE	0.01	0.01	0.02	0.16	0.37	0.64	0.94	1	644	chr1	234583660	234584159	KCNK1|chr1:234583660-234584159	Other gene	5.83E-04	0.002987066	0.163242364	5.49E-04	0.006201574	0.081382811	H3K27ac
chr11:65416371-65416672	chr11	65416371	65416672	chr11:65183842-65184143	chr11	65183842	65184143	RNASEH2C|chr11:65416371-65416672	RNASEH2C|chr11:65183842-65184143	RNASEH2C	ENSG00000172922	K562	1.053204105	0.07478505	5.320410506	0.059333263	0.081275608	5.933326272	0.93691091	1.1694973	-0.084515142	0.234085241	-6.308908988	16.94973	0.336	0.800269549	FALSE	304426	304416.5	chr11	65720946	65720947	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.04	0.03	0.12	0.36	0.66	0.86	1	NA	NA	chr11:65183842-65184143	enh	"K562_Random_Screen_Crop_5815,K562_Random_Screen_Crop_5816,K562_Random_Screen_Crop_5817,K562_Random_Screen_Crop_5818,K562_Random_Screen_Crop_5819,K562_Random_Screen_Crop_5820,K562_Random_Screen_Crop_5821,K562_Random_Screen_Crop_5822,K562_Random_Screen_Crop_5823,K562_Random_Screen_Crop_5824,K562_Random_Screen_Crop_5825,K562_Random_Screen_Crop_5826,K562_Random_Screen_Crop_5827,K562_Random_Screen_Crop_5828,K562_Random_Screen_Crop_5829"	TRUE	0.825655079	FALSE	0.02	0.04	0.02	0.1	0.36	0.66	0.86	1	674	chr11	65416272	65416771	RNASEH2C|chr11:65416272-65416771	Other gene	0.002716501	0.002987066	0.476281088	9.53E-04	0.006201574	0.133254536	H3K27ac
chr11:65472084-65472385	chr11	65472084	65472385	chr11:65239555-65239856	chr11	65239555	65239856	MRPL11|chr11:65472084-65472385	MRPL11|chr11:65239555-65239856	MRPL11	ENSG00000174547	K562	1.010632292	0.015258184	1.063229235	0.01453553	0.02074972	1.453552988	0.982142654	1.039121931	-0.025411267	0.055927634	-1.785734622	3.912193092	0.336	0.800269549	FALSE	994504	966613.5	chr11	66466737	66466738	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.05	0.14	0.53	0.94	1	1	1	NA	NA	chr11:65239555-65239856	enh	"K562_Random_Screen_Crop_5855,K562_Random_Screen_Crop_5856,K562_Random_Screen_Crop_5857,K562_Random_Screen_Crop_5858,K562_Random_Screen_Crop_5859,K562_Random_Screen_Crop_5860,K562_Random_Screen_Crop_5861,K562_Random_Screen_Crop_5862,K562_Random_Screen_Crop_5863,K562_Random_Screen_Crop_5864,K562_Random_Screen_Crop_5865,K562_Random_Screen_Crop_5866,K562_Random_Screen_Crop_5867,K562_Random_Screen_Crop_5868,K562_Random_Screen_Crop_5869"	TRUE	0.825655079	FALSE	0.02	0.05	0.13	0.51	0.94	1	1	1	677	chr11	65471985	65472484	MRPL11|chr11:65471985-65472484	Ubiq. expr. gene	5.64E-04	0.002987066	0.158729306	5.43E-04	0.006201574	0.080492753	High H3K27ac
chr11:65496241-65496542	chr11	65496241	65496542	chr11:65263712-65264013	chr11	65263712	65264013	PPP1CA|chr11:65496241-65496542	PPP1CA|chr11:65263712-65264013	PPP1CA	ENSG00000172531	K562	1.023765803	0.033885721	2.376580268	0.018276345	0.025755102	1.827634496	0.987944167	1.059587439	-0.016594278	0.08436572	-1.205583345	5.95874388	0.336	0.800269549	FALSE	1924792	1905513.5	chr11	67421182	67421183	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.02	0.09	0.38	0.69	0.88	1	1	NA	NA	chr11:65263712-65264013	enh	"K562_Random_Screen_Crop_5870,K562_Random_Screen_Crop_5871,K562_Random_Screen_Crop_5872,K562_Random_Screen_Crop_5873,K562_Random_Screen_Crop_5874,K562_Random_Screen_Crop_5875,K562_Random_Screen_Crop_5876,K562_Random_Screen_Crop_5877"	TRUE	0.825655079	FALSE	0.02	0.02	0.08	0.37	0.68	0.88	1	1	343	chr11	65496142	65496641	PPP1CA|chr11:65496142-65496641	Ubiq. expr. gene	2.34E-04	0.002987066	0.072763275	3.97E-04	0.006201574	0.060097126	High H3K27ac
chr11:65558498-65558799	chr11	65558498	65558799	chr11:65325969-65326270	chr11	65325969	65326270	ZNRD2|chr11:65558498-65558799	ZNRD2|chr11:65325969-65326270	ZNRD2	ENSG00000173465	K562	0.976526426	-0.034269008	-2.347357354	0.023149859	0.034201007	2.314985949	0.931152702	1.021900151	-0.101302983	0.032764966	-6.884729815	2.190015107	0.336	0.800269549	FALSE	11812	11809.5	chr11	NA	NA	promoter	LTBP3	LTBP3	LTBP3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.06	0.13	0.49	0.88	1	1	1	NA	NA	chr11:65325969-65326270	enh	"K562_Random_Screen_Crop_5897,K562_Random_Screen_Crop_5898,K562_Random_Screen_Crop_5899,K562_Random_Screen_Crop_5900,K562_Random_Screen_Crop_5901,K562_Random_Screen_Crop_5902,K562_Random_Screen_Crop_5903,K562_Random_Screen_Crop_5904,K562_Random_Screen_Crop_5905,K562_Random_Screen_Crop_5906,K562_Random_Screen_Crop_5907,K562_Random_Screen_Crop_5908,K562_Random_Screen_Crop_5909,K562_Random_Screen_Crop_5910,K562_Random_Screen_Crop_5911"	TRUE	0.825655079	FALSE	0.03	0.06	0.13	0.49	0.86	1	1	1	672	chr11	65558399	65558898	ZNRD2|chr11:65558399-65558898	Other gene	0.203616586	0.002987066	0.985542046	0.004473364	0.006201574	0.419052935	NA
chr11:66113187-66113488	chr11	66113187	66113488	chr11:65880658-65880959	chr11	65880658	65880959	RBM14|chr11:66113187-66113488	RBM14|chr11:65880658-65880959	RBM14	ENSG00000239306	K562	0.976830433	-0.033819947	-2.31695672	0.026109781	0.038561914	2.610978091	0.925655262	1.028005603	-0.109401299	0.041761405	-7.434473777	2.800560338	0.336	0.800269549	FALSE	503245	503243.5	chr11	66616582	66616583	distal	NA	NA	PACS1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.02	0.06	0.28	0.74	0.96	1	1	NA	NA	chr11:65880658-65880959	enh	"K562_Random_Screen_Crop_6030,K562_Random_Screen_Crop_6031,K562_Random_Screen_Crop_6032,K562_Random_Screen_Crop_6033,K562_Random_Screen_Crop_6034,K562_Random_Screen_Crop_6035,K562_Random_Screen_Crop_6036,K562_Random_Screen_Crop_6037,K562_Random_Screen_Crop_6038,K562_Random_Screen_Crop_6039,K562_Random_Screen_Crop_6040,K562_Random_Screen_Crop_6041"	TRUE	0.825655079	FALSE	0.02	0.02	0.06	0.27	0.73	0.96	1	1	491	chr11	66113088	66113587	RBM14|chr11:66113088-66113587	Other gene	0.001393122	0.002987066	0.318050698	7.51E-04	0.006201574	0.107973153	No H3K27ac
chr14:32252118-32252419	chr14	32252118	32252419	chr14:32721324-32721625	chr14	32721324	32721625	COCH|chr14:32252118-32252419	COCH|chr14:32721324-32721625	COCH	ENSG00000100473	K562	0.972984336	-0.039511515	-2.701566392	0.03140996	0.046573199	3.140996001	0.911420814	1.034547858	-0.130794986	0.051771956	-8.857918554	3.45478577	0.336	0.800269549	FALSE	1377754	1377734.5	chr14	30874514	30874515	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.02	0.04	0.43	0.66	0.91	1	1	NA	NA	chr14:32721324-32721625	enh	"K562_Random_Screen_Crop_6693,K562_Random_Screen_Crop_6694,K562_Random_Screen_Crop_6695,K562_Random_Screen_Crop_6696,K562_Random_Screen_Crop_6697,K562_Random_Screen_Crop_6698,K562_Random_Screen_Crop_6699,K562_Random_Screen_Crop_6700,K562_Random_Screen_Crop_6701,K562_Random_Screen_Crop_6702,K562_Random_Screen_Crop_6703,K562_Random_Screen_Crop_6704,K562_Random_Screen_Crop_6705,K562_Random_Screen_Crop_6706,K562_Random_Screen_Crop_6707"	TRUE	0.825655079	FALSE	0.06	0.02	0.03	0.42	0.63	0.91	1	1	612	chr14	32252019	32252518	COCH|chr14:32252019-32252518	Other gene	3.66E-04	0.002987066	0.109021313	4.65E-04	0.006201574	0.069736427	CTCF element
chr14:32588506-32588807	chr14	32588506	32588807	chr14:33057712-33058013	chr14	33057712	33058013	STRN3|chr14:32588506-32588807	STRN3|chr14:33057712-33058013	STRN3	ENSG00000196792	K562	1.130563819	0.177042433	13.05638195	0.143649115	0.183308419	14.36491152	0.849011554	1.412116085	-0.182242067	0.536326934	-15.09884462	41.21160852	0.336	0.800269549	FALSE	1562255	1562255.5	chr14	31026400	31026401	distal	NA	NA	AKAP6	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0.01	0.01	0.01	0.04	0.06	0.19	0.83	NA	NA	chr14:33057712-33058013	enh	"K562_Random_Screen_Crop_6771,K562_Random_Screen_Crop_6772,K562_Random_Screen_Crop_6773,K562_Random_Screen_Crop_6774,K562_Random_Screen_Crop_6775,K562_Random_Screen_Crop_6776,K562_Random_Screen_Crop_6777"	TRUE	0.825655079	FALSE	0.01	0.01	0.01	0.01	0.04	0.06	0.18	0.82	289	chr14	32588407	32588906	STRN3|chr14:32588407-32588906	Ubiq. expr. gene	3.09E-04	0.002987066	0.09382983	4.38E-04	0.006201574	0.065956113	CTCF element
chr14:55794722-55795023	chr14	55794722	55795023	chr14:56261440-56261741	chr14	56261440	56261741	KTN1|chr14:55794722-55795023	KTN1|chr14:56261440-56261741	KTN1	ENSG00000126777	K562	0.95712277	-0.063224104	-4.287723026	0.041849234	0.063080395	4.184923423	0.875098271	1.039147269	-0.186861679	0.06041347	-12.49017293	3.914726883	0.336	0.800269549	FALSE	235800	214666.5	chr14	55559072	55559073	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.02	0.1	0.29	0.62	0.81	0.96	1	NA	NA	chr14:56261440-56261741	enh	"K562_Random_Screen_Crop_7093,K562_Random_Screen_Crop_7094,K562_Random_Screen_Crop_7095,K562_Random_Screen_Crop_7096,K562_Random_Screen_Crop_7097,K562_Random_Screen_Crop_7098,K562_Random_Screen_Crop_7099,K562_Random_Screen_Crop_7100,K562_Random_Screen_Crop_7101,K562_Random_Screen_Crop_7102,K562_Random_Screen_Crop_7103,K562_Random_Screen_Crop_7104,K562_Random_Screen_Crop_7105,K562_Random_Screen_Crop_7106,K562_Random_Screen_Crop_7107"	TRUE	0.825655079	FALSE	0.03	0.02	0.1	0.28	0.6	0.8	0.96	1	621	chr14	55794623	55795122	KTN1|chr14:55794623-55795122	Other gene	0.003814145	0.002987066	0.560803802	0.001076638	0.006201574	0.147926186	H3K27ac
chr16:483742-484043	chr16	483742	484043	chr16:533742-534043	chr16	533742	534043	NME3|chr16:483742-484043	NME3|chr16:533742-534043	NME3	ENSG00000103024	K562	1.057521742	0.080687324	5.75217415	0.06553337	0.089402103	6.553336962	0.929076337	1.185967146	-0.094540797	0.255915445	-7.092366296	18.5967146	0.336	0.800269549	FALSE	1287839	1287816.5	chr16	1771729	1771730	distal	NA	NA	RAB11FIP3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.01	0	0.06	0.21	0.44	0.6	1	NA	NA	chr16:533742-534043	enh	"K562_Random_Screen_Crop_7384,K562_Random_Screen_Crop_7385,K562_Random_Screen_Crop_7386,K562_Random_Screen_Crop_7387,K562_Random_Screen_Crop_7388,K562_Random_Screen_Crop_7389,K562_Random_Screen_Crop_7390,K562_Random_Screen_Crop_7391,K562_Random_Screen_Crop_7392,K562_Random_Screen_Crop_7393,K562_Random_Screen_Crop_7394,K562_Random_Screen_Crop_7395,K562_Random_Screen_Crop_7396,K562_Random_Screen_Crop_7397,K562_Random_Screen_Crop_7398"	TRUE	0.825655079	FALSE	0	0.01	0	0.06	0.21	0.43	0.58	1	706	chr16	483643	484142	NME3|chr16:483643-484142	Other gene	4.00E-04	0.002987066	0.118040937	4.80E-04	0.006201574	0.071848313	No H3K27ac
chr16:1430884-1431185	chr16	1430884	1431185	chr16:1480885-1481186	chr16	1480885	1481186	RHOT2|chr16:1430884-1431185	RHOT2|chr16:1480885-1481186	RHOT2	ENSG00000140983	K562	1.040471427	0.057237347	4.047142715	0.040364619	0.055968702	4.03646188	0.961356774	1.11958608	-0.052461309	0.166936003	-3.864322569	11.958608	0.336	0.800269549	FALSE	762930	762952.5	chr16	668086	668087	promoter	AL032819.3	NA	AL032819.3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0	0.04	0.21	0.54	0.9	0.94	1	NA	NA	chr16:1480885-1481186	enh	"K562_Random_Screen_Crop_7554,K562_Random_Screen_Crop_7555,K562_Random_Screen_Crop_7556,K562_Random_Screen_Crop_7557,K562_Random_Screen_Crop_7558,K562_Random_Screen_Crop_7559,K562_Random_Screen_Crop_7560,K562_Random_Screen_Crop_7561,K562_Random_Screen_Crop_7562,K562_Random_Screen_Crop_7563,K562_Random_Screen_Crop_7564,K562_Random_Screen_Crop_7565,K562_Random_Screen_Crop_7566,K562_Random_Screen_Crop_7567,K562_Random_Screen_Crop_7568"	TRUE	0.825655079	FALSE	0.01	0	0.04	0.2	0.52	0.9	0.94	1	567	chr16	1430785	1431284	RHOT2|chr16:1430785-1431284	Ubiq. expr. gene	8.02E-04	0.002987066	0.211560881	6.16E-04	0.006201574	0.090334039	NA
