intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	log_2_FC_effect_size	pct_change_effect_size	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids
chr12:6962060-6962361	chr12	6962060	6962361	chr12:7071223-7071524	chr12	7071223	7071524	PHB2|chr12:6962060-6962361	PHB2|chr12:7071223-7071524	PHB2	ENSG00000215021	WTC11	-0.02441513151245903	-1.678088526622234	0.00312301007590881	0.08965357309617712	TRUE	8543	8542.5	chr12	6970824	6970825	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.2	0.23	0.42	0.8	1	1	1	1	NA	NA	chr12:7071223-7071524	enh	WTC11_Random_Screen_Crop_5451,WTC11_Random_Screen_Crop_5452,WTC11_Random_Screen_Crop_5453,WTC11_Random_Screen_Crop_5454,WTC11_Random_Screen_Crop_5455,WTC11_Random_Screen_Crop_5456,WTC11_Random_Screen_Crop_5457,WTC11_Random_Screen_Crop_5458,WTC11_Random_Screen_Crop_5459,WTC11_Random_Screen_Crop_5460,WTC11_Random_Screen_Crop_5461,WTC11_Random_Screen_Crop_5462,WTC11_Random_Screen_Crop_5463,WTC11_Random_Screen_Crop_5464,WTC11_Random_Screen_Crop_5465
chr12:6962060-6962361	chr12	6962060	6962361	chr12:7071223-7071524	chr12	7071223	7071524	RIMKLB|chr12:6962060-6962361	RIMKLB|chr12:7071223-7071524	RIMKLB	ENSG00000166532	WTC11	0.14599418258130054	10.649289134170647	0.056	0.4856781002638523	FALSE	1762823	1737573.5	chr12	8681600	8681601	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.02	0.06	0.17	0.56	0.75	0.96	1	NA	NA	chr12:7071223-7071524	enh	WTC11_Random_Screen_Crop_5451,WTC11_Random_Screen_Crop_5452,WTC11_Random_Screen_Crop_5453,WTC11_Random_Screen_Crop_5454,WTC11_Random_Screen_Crop_5455,WTC11_Random_Screen_Crop_5456,WTC11_Random_Screen_Crop_5457,WTC11_Random_Screen_Crop_5458,WTC11_Random_Screen_Crop_5459,WTC11_Random_Screen_Crop_5460,WTC11_Random_Screen_Crop_5461,WTC11_Random_Screen_Crop_5462,WTC11_Random_Screen_Crop_5463,WTC11_Random_Screen_Crop_5464,WTC11_Random_Screen_Crop_5465
chr12:6962060-6962361	chr12	6962060	6962361	chr12:7071223-7071524	chr12	7071223	7071524	SLC2A3|chr12:6962060-6962361	SLC2A3|chr12:7071223-7071524	SLC2A3	ENSG00000059804	WTC11	0.05032618114485574	3.5499014945269405	0.04	0.42344605475040265	FALSE	1017410	974085.5	chr12	7936274	7936275	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.11	0.15	0.21	0.71	0.95	1	1	1	NA	NA	chr12:7071223-7071524	enh	WTC11_Random_Screen_Crop_5451,WTC11_Random_Screen_Crop_5452,WTC11_Random_Screen_Crop_5453,WTC11_Random_Screen_Crop_5454,WTC11_Random_Screen_Crop_5455,WTC11_Random_Screen_Crop_5456,WTC11_Random_Screen_Crop_5457,WTC11_Random_Screen_Crop_5458,WTC11_Random_Screen_Crop_5459,WTC11_Random_Screen_Crop_5460,WTC11_Random_Screen_Crop_5461,WTC11_Random_Screen_Crop_5462,WTC11_Random_Screen_Crop_5463,WTC11_Random_Screen_Crop_5464,WTC11_Random_Screen_Crop_5465
chr12:6962060-6962361	chr12	6962060	6962361	chr12:7071223-7071524	chr12	7071223	7071524	SPSB2|chr12:6962060-6962361	SPSB2|chr12:7071223-7071524	SPSB2	ENSG00000111671	WTC11	0.04728757687727495	3.3320342105501943	0.336	0.8338482446206116	FALSE	72851	88853.5	chr12	6889357	6889358	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.12	0.08	0.19	0.57	0.84	0.98	1	1	NA	NA	chr12:7071223-7071524	enh	WTC11_Random_Screen_Crop_5451,WTC11_Random_Screen_Crop_5452,WTC11_Random_Screen_Crop_5453,WTC11_Random_Screen_Crop_5454,WTC11_Random_Screen_Crop_5455,WTC11_Random_Screen_Crop_5456,WTC11_Random_Screen_Crop_5457,WTC11_Random_Screen_Crop_5458,WTC11_Random_Screen_Crop_5459,WTC11_Random_Screen_Crop_5460,WTC11_Random_Screen_Crop_5461,WTC11_Random_Screen_Crop_5462,WTC11_Random_Screen_Crop_5463,WTC11_Random_Screen_Crop_5464,WTC11_Random_Screen_Crop_5465
chr12:6962060-6962361	chr12	6962060	6962361	chr12:7071223-7071524	chr12	7071223	7071524	TPI1|chr12:6962060-6962361	TPI1|chr12:7071223-7071524	TPI1	ENSG00000111669	WTC11	-5.182406530304123e-4	-0.03591525367806492	0.572	0.9211974522292992	FALSE	95090	94682.5	chr12	6867119	6867120	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.13	0.25	0.81	0.96	1	1	1	NA	NA	chr12:7071223-7071524	enh	WTC11_Random_Screen_Crop_5451,WTC11_Random_Screen_Crop_5452,WTC11_Random_Screen_Crop_5453,WTC11_Random_Screen_Crop_5454,WTC11_Random_Screen_Crop_5455,WTC11_Random_Screen_Crop_5456,WTC11_Random_Screen_Crop_5457,WTC11_Random_Screen_Crop_5458,WTC11_Random_Screen_Crop_5459,WTC11_Random_Screen_Crop_5460,WTC11_Random_Screen_Crop_5461,WTC11_Random_Screen_Crop_5462,WTC11_Random_Screen_Crop_5463,WTC11_Random_Screen_Crop_5464,WTC11_Random_Screen_Crop_5465
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	C12orf57|chr12:6962981-6963282	C12orf57|chr12:7072144-7072445	C12orf57	ENSG00000111678	WTC11	-0.07133305931827122	-4.824183892542122	1.0500458063920558e-6	5.392969633766699e-5	TRUE	20153	19315.5	chr12	6942978	6942979	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.16	0.27	0.41	0.77	0.98	0.99	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	EMG1|chr12:6962981-6963282	EMG1|chr12:7072144-7072445	EMG1	ENSG00000126749	WTC11	-0.1334399832325271	-8.834490719405396	0.336	0.8338482446206116	FALSE	7782	7648.5	chr12	6970893	6970894	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0.03	0.06	0.16	0.27	0.6	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	ENO2|chr12:6962981-6963282	ENO2|chr12:7072144-7072445	ENO2	ENSG00000111674	WTC11	-0.019880022540371963	-1.36852749746692	0.264	0.8053531322505801	FALSE	49385	48682.5	chr12	6913745	6913746	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.15	0.22	0.71	0.97	0.99	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	LPCAT3|chr12:6962981-6963282	LPCAT3|chr12:7072144-7072445	LPCAT3	ENSG00000111684	WTC11	-0.03692942955909424	-2.5272690803840527	0.232	0.7781469387755102	FALSE	53487	55406.5	chr12	7018509	7018510	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.15	0.19	0.6	0.93	0.99	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	NANOG|chr12:6962981-6963282	NANOG|chr12:7072144-7072445	NANOG	ENSG00000111704	WTC11	-0.04999053211920108	-3.405733196690819	0.304	0.8163790849673201	FALSE	868096	826263.5	chr12	7787794	7787795	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.14	0.2	0.45	0.86	0.95	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	PHB2|chr12:6962981-6963282	PHB2|chr12:7072144-7072445	PHB2	ENSG00000215021	WTC11	-0.024025672463442248	-1.651542703646891	0.00357299449231432	0.09910913836487067	TRUE	7622	7621.5	chr12	6970824	6970825	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.18	0.22	0.45	0.87	1	1	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	RIMKLB|chr12:6962981-6963282	RIMKLB|chr12:7072144-7072445	RIMKLB	ENSG00000166532	WTC11	-0.004891681544950934	-0.338491349079528	0.96	0.9948722135007848	FALSE	1761902	1736652.5	chr12	8681600	8681601	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.03	0.04	0.23	0.5	0.79	0.95	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	SLC2A3|chr12:6962981-6963282	SLC2A3|chr12:7072144-7072445	SLC2A3	ENSG00000059804	WTC11	0.026103771274883135	1.8258439204198451	0.132	0.6670007686395081	FALSE	1016489	973164.5	chr12	7936274	7936275	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.11	0.14	0.24	0.7	0.96	1	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	SPSB2|chr12:6962981-6963282	SPSB2|chr12:7072144-7072445	SPSB2	ENSG00000111671	WTC11	-0.020245481699873006	-1.393509360509059	0.692	0.9527137172774868	FALSE	73772	89774.5	chr12	6889357	6889358	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.07	0.15	0.55	0.91	1	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6962981-6963282	chr12	6962981	6963282	chr12:7072144-7072445	chr12	7072144	7072445	TPI1|chr12:6962981-6963282	TPI1|chr12:7072144-7072445	TPI1	ENSG00000111669	WTC11	4.927056512898139e-4	0.03415758567895111	0.592	0.9270624106717484	FALSE	96011	95603.5	chr12	6867119	6867120	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.11	0.27	0.33	0.77	1	1	1	1	NA	NA	chr12:7072144-7072445	enh	WTC11_Random_Screen_Crop_5466,WTC11_Random_Screen_Crop_5467,WTC11_Random_Screen_Crop_5468,WTC11_Random_Screen_Crop_5469,WTC11_Random_Screen_Crop_5470,WTC11_Random_Screen_Crop_5471,WTC11_Random_Screen_Crop_5472,WTC11_Random_Screen_Crop_5473,WTC11_Random_Screen_Crop_5474,WTC11_Random_Screen_Crop_5475,WTC11_Random_Screen_Crop_5476,WTC11_Random_Screen_Crop_5477,WTC11_Random_Screen_Crop_5478,WTC11_Random_Screen_Crop_5479,WTC11_Random_Screen_Crop_5480
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	C12orf57|chr12:6970503-6971003	C12orf57|chr12:7079666-7080166	C12orf57	ENSG00000111678	WTC11	0.009859409909060153	0.685742739690931	0.576	0.9231165285226718	FALSE	27775	26937	chr12	6942978	6942979	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.13	0.17	0.39	0.8	0.98	1	1	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	EMG1|chr12:6970503-6971003	EMG1|chr12:7079666-7080166	EMG1	ENSG00000126749	WTC11	-0.33931588099519244	-20.95839655320499	0.01175205357850936	0.22973289917490564	FALSE	160	27	chr12	6970893	6970894	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0.01	0.03	0.03	0.16	0.31	0.55	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	ENO2|chr12:6970503-6971003	ENO2|chr12:7079666-7080166	ENO2	ENSG00000111674	WTC11	0.029971416402752558	2.099189696206505	0.236	0.7815939546599496	FALSE	57007	56304	chr12	6913745	6913746	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.11	0.11	0.22	0.77	0.94	1	1	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	LPCAT3|chr12:6970503-6971003	LPCAT3|chr12:7079666-7080166	LPCAT3	ENSG00000111684	WTC11	0.10368535247973151	7.451479879957246	0.00111127300686201	0.03791313970328231	TRUE	45865	47785	chr12	7018509	7018510	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.13	0.11	0.23	0.67	0.95	1	1	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	NANOG|chr12:6970503-6971003	NANOG|chr12:7079666-7080166	NANOG	ENSG00000111704	WTC11	0.058548112651343784	4.141718060148069	0.26	0.8028370126820104	FALSE	860474	818642	chr12	7787794	7787795	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.08	0.12	0.57	0.84	0.95	1	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	PHB2|chr12:6970503-6971003	PHB2|chr12:7079666-7080166	PHB2	ENSG00000215021	WTC11	-0.32379947697661493	-20.103704183383254	3.6120739759608037e-209	1.3192096843314623e-206	TRUE	0	0	chr12	6970824	6970825	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.15	0.25	0.39	0.83	1	1	1	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	RIMKLB|chr12:6970503-6971003	RIMKLB|chr12:7079666-7080166	RIMKLB	ENSG00000166532	WTC11	0.11925044485219846	8.617039386226821	0.092	0.598819801980198	FALSE	1754280	1729031	chr12	8681600	8681601	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.02	0.01	0.2	0.48	0.84	0.97	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	SLC2A3|chr12:6970503-6971003	SLC2A3|chr12:7079666-7080166	SLC2A3	ENSG00000059804	WTC11	0.018357342522404976	1.280563908779597	0.924	0.9891509526135808	FALSE	1008867	965543	chr12	7936274	7936275	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.05	0.12	0.29	0.61	0.96	1	1	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	SPSB2|chr12:6970503-6971003	SPSB2|chr12:7079666-7080166	SPSB2	ENSG00000111671	WTC11	0.08804162327204082	6.292634046106249	0.06	0.49929113924050633	FALSE	81394	97396	chr12	6889357	6889358	promoter	PHB2,EMG1	PHB2,EMG1	EMG1,PHB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.11	0.06	0.17	0.57	0.88	0.98	1	1	NA	PHB2	PHB2_TSS	tss_random	WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495
